movie_id,title,release_year,genre_id,director_id,duration_min
531,Believe tree,1987,6,942,106
532,Provide leave,2019,14,650,151
533,Take election blue,2006,13,814,126
534,Stage how my,1998,12,467,86
535,Research leader,2009,12,316,167
536,Send fish,2016,14,616,98
537,Either west product fast,1989,4,985,82
538,Line memory,1984,5,50,96
539,Company pretty happen,1970,6,608,161
540,A quickly fill,1985,7,42,92
541,Accept response strong,2013,2,999,75
542,Ahead too,2007,11,181,157
543,Exist possible perhaps,1980,11,781,135
544,Religious,1982,6,886,140
545,Oil can decide,2004,15,744,93
546,Sell fund,1993,5,809,118
547,Water here,1998,6,794,144
548,Remain,2006,9,121,71
549,Amount thus,2010,1,550,87
550,Take fall another,2017,6,532,131
551,Name away less,2018,5,917,105
552,Successful not act,2018,8,249,175
553,Test trade nice,1996,14,205,77
554,Kind us attention,1972,3,629,125
555,Require too something,1997,6,261,106
556,Security hot five,2024,15,978,108
557,Though majority close,1977,4,131,102
558,Continue night show,2000,9,958,121
559,Space provide,2010,12,579,149
560,Ok,1971,11,403,126
561,Gun another them,2001,4,713,122
562,Ready democratic,1998,2,60,125
563,West first,2022,15,113,122
564,Ready strategy together state,1981,13,252,99
565,Father special offer,1983,14,822,130
566,Result society stuff,2020,2,983,171
567,Share claim energy,2000,2,462,141
568,Anyone spend,2016,3,484,146
569,Economy difficult,1970,14,98,127
570,Cup miss Republican,2003,15,404,90
571,Task character,1971,12,277,155
572,Dark better child,1991,14,903,93
573,South ball firm,2000,5,422,73
574,Tough focus,2024,8,292,134
575,Should,2023,2,320,93
576,Education heavy share,1987,11,880,138
577,Stand assume,1976,11,737,104
578,Scene blue increase,1987,14,973,70
579,Consumer play through,2004,14,289,122
580,Attention character these,2004,5,798,180
581,Drop see,2005,4,889,154
582,Social art unit,1998,9,265,82
583,National,1985,12,113,161
584,Quality season him,2000,11,116,176
585,East actually record,1984,4,704,179
586,Conference important,2013,10,202,171
587,Reflect,2006,5,885,120
588,Lot which can standard,1986,10,693,151
589,Brother already,1975,3,428,176
590,Other at,2019,11,978,149
591,Necessary toward,2022,9,862,134
592,Responsibility that expert,2024,12,397,166
593,Republican indeed tonight,1974,7,413,70
594,Stop science reflect,1995,6,350,122
595,Model policy him,2007,14,693,96
596,Choose single various like,1985,2,530,119
597,Animal minute,2012,12,579,140
598,Kid these bed,2015,3,738,177
599,Clearly project,2024,9,498,178
600,Understand foot quickly,2006,1,583,92
601,It Mr rich,1984,1,87,107
602,Nature entire,1982,12,277,121
603,Successful tell relationship apply,2007,9,867,81
604,Tough professor enter,2008,4,231,154
605,Case someone individual,2003,2,395,146
606,Bank hope we management,1997,13,909,109
607,Trouble bar edge,1990,5,606,136
608,Yeah reflect resource,1996,11,914,150
609,Management,1995,7,416,86
610,House or,1984,8,381,100
611,Still feeling,2004,10,690,70
612,Near better school,2007,7,945,160
613,Any many,2012,13,72,154
614,Late story cell,1992,4,835,73
615,Guy subject many,1991,12,11,169
616,Member return Republican,1995,11,826,155
617,But size,1973,1,438,91
618,Nation six everybody,1996,5,398,153
619,Course many peace ten,1983,2,553,75
620,Friend increase prepare,2005,1,880,110
621,Even very outside,1996,2,234,93
622,Stay reach standard,1982,12,390,73
623,Help probably,1984,1,902,110
624,Memory than officer,1996,9,905,164
625,Effect cost start responsibility,2003,2,214,104
626,Second just so knowledge,1983,14,337,160
627,Personal plan low,2000,14,267,102
628,Forget happy a,1978,2,41,151
629,Five resource,1972,3,780,172
630,Finish,1994,6,412,72
631,Direction business,1998,1,818,171
632,Blue one mouth,1990,2,804,143
633,Lawyer there,1983,13,385,169
634,Without rise,2017,15,107,116
635,Represent instead,1987,11,345,105
636,Level,1979,6,490,180
637,Conference follow,2024,12,863,135
638,Language seven it,2011,11,215,124
639,Include ground add,1994,1,35,74
640,Why note,2013,5,293,141
641,Country turn,2016,8,655,163
642,Wrong soldier,1991,5,277,132
643,Expert decade,2021,5,507,152
644,Opportunity first,1979,7,6,112
645,Us identify audience,2019,13,550,134
646,Until light,1995,9,918,112
647,Deal respond,1972,6,465,154
648,Stay,2000,9,933,148
649,Let oil,1991,9,734,76
650,Accept threat pretty,2016,14,942,99
651,Send box,2021,13,283,127
652,Order exactly with,1984,12,102,82
653,Religious go cover,2004,3,183,170
654,Account mother,1989,2,443,100
655,Media church,1989,1,655,126
656,Base to,1979,9,977,120
657,Suffer administration manager,1982,14,806,104
658,Strategy sign,2006,15,615,163
659,Their study care,2001,6,878,99
660,Democrat education project run,1991,14,519,178
661,Movie cause economic,2005,6,687,148
662,Kind single different,1983,15,675,115
663,Action green religious,2000,3,521,79
664,Right election whom identify,1996,7,373,123
665,They main,1987,8,119,116
666,Per policy,1980,3,31,169
667,Authority impact brother,2005,10,223,85
668,Should policy,2007,9,530,162
669,Court effort,2010,15,569,127
670,Indicate social policy,1987,15,592,172
671,Include figure though,1987,4,679,161
672,Lay money age,1996,7,967,170
673,Free maintain who,2005,7,936,91
674,Really trip stay,1974,4,545,127
675,Me fill see,2022,13,615,150
676,Sport example research,1985,1,156,112
677,Government certainly child,1988,9,425,176
678,Camera this sometimes,1991,8,307,104
679,Exist whole view,1982,10,567,117
680,Stop plant Mrs series,2022,13,523,164
681,Arm red before,1974,1,537,115
682,Response particularly,1994,12,527,76
683,Common establish language trip,1978,9,229,109
684,Team reach,2020,14,701,111
685,Six trip hope,1981,5,775,133
686,Run himself little,1997,2,855,114
687,Political we money,2006,1,10,118
688,Expect scientist until,1985,13,498,98
689,Husband spend event agent,1973,8,844,128
690,Price seat,1974,6,403,156
691,Of itself ok,2018,6,924,148
692,Property each capital,2013,5,626,157
693,Science beat hospital,2020,8,384,156
694,Baby,1996,12,248,121
695,Goal item operation,1983,4,786,88
696,Gas board house,2001,14,326,136
697,Could the to,1982,6,428,93
698,Such just determine,2013,7,687,105
699,Appear else free,2016,5,995,118
700,Off real,1987,5,543,143
701,Choose ok painting,1978,4,916,152
702,Carry,1986,12,454,144
703,Firm fact,2021,3,841,82
704,Far past,1972,10,91,81
705,Stand notice maybe,1985,8,549,117
706,Purpose democratic film,1970,12,881,166
707,Crime expert including,2023,15,837,164
708,Like improve,1990,15,530,131
709,Culture factor,1994,3,330,139
710,Think kind speech,2015,15,677,149
711,Window possible do,2004,7,61,126
712,Own easy challenge,1986,15,555,146
713,You computer can,1998,8,759,86
714,Clear whose everybody,2006,12,384,112
715,Traditional,2002,13,758,169
716,Price,2020,1,997,84
717,Can man wish,2024,11,43,120
718,Before,2015,10,957,157
719,Brother you arm,1991,8,817,171
720,Board require bit,2006,11,25,156
721,Street treatment,2021,3,76,176
722,Almost place town,1990,14,336,160
723,Sign gas,1981,13,440,105
724,Worry product,2000,6,970,82
725,Keep land pressure,2009,10,116,161
726,Think pay,2016,14,436,114
727,Citizen quite,1987,11,622,173
728,Process skin,1995,1,993,125
729,Car painting,1986,8,349,161
730,Score establish environment charge,1993,12,272,103
731,It,1999,8,77,146
732,Expect character,2020,3,101,179
733,Must life,1998,13,716,103
734,Rest personal expect,1995,8,276,148
735,As with best,1972,1,165,173
736,Property TV safe,1982,15,862,120
737,Street yeah everybody,2002,3,706,169
738,Candidate yet choice almost,2017,3,37,96
739,Strategy dinner their,2024,9,763,125
740,Cost fly experience,2004,3,141,102
741,Science upon claim pattern,2005,9,182,143
742,Within subject program,1976,5,322,94
743,Still play,1996,9,158,158
744,Court,2013,10,901,109
745,Assume provide suggest matter,2017,15,504,77
746,Born defense,2010,6,428,114
747,Republican allow,1995,15,57,115
748,Man myself energy,1972,9,828,114
749,Your maybe,1978,12,955,90
750,Keep open eye,1988,3,839,98
751,Protect cultural,1998,8,143,136
752,Project make base,1974,2,860,73
753,One or day,1978,13,3,133
754,Move college join,2014,12,685,158
755,Nor space,1990,11,748,125
756,Travel business,2000,14,49,120
757,Any rise,1984,13,543,99
758,Loss huge enough,1990,13,657,101
759,Fall use drive,1985,10,589,144
760,Form white hard,1998,9,276,110
761,Always,1991,15,658,147
762,Grow blue,1978,14,387,113
763,Either finish,1990,10,244,98
764,Enter go,1992,3,403,76
765,Like clear attorney,1998,7,481,98
766,Member ok,1989,13,151,168
767,Indicate trouble partner,1972,6,801,114
768,By example her world,2003,11,522,109
769,Traditional too,2022,8,454,122
770,Wear lay rather,1983,2,29,170
771,Kind,1975,12,410,83
772,Prove direction,1999,6,727,166
773,Nation everything,2013,9,431,110
774,Miss traditional,2018,3,681,128
775,Deal organization,1995,10,950,159
776,Reason adult,1977,3,911,97
777,Data democratic point,1979,12,482,147
778,Young bill dog,2014,2,812,148
779,Scientist,1975,3,14,128
780,Ok paper red area,1982,1,779,133
781,Kind effect whose,2023,3,933,132
782,Accept magazine,1986,6,885,172
783,Red show,1991,6,554,147
784,Pattern respond story about,2019,10,985,155
785,When from night,1980,4,560,110
786,Could rest,2004,12,571,178
787,Marriage purpose,2018,8,21,112
788,Argue social prepare,1999,3,369,127
789,Difficult business sound,2000,11,274,88
790,Laugh magazine,1976,14,710,103
791,Edge,1989,14,652,70
792,Entire act speak woman,1988,8,981,139
793,Material detail,1994,14,923,128
794,Consider option necessary teach,1990,15,977,84
795,Near movement relate,2000,10,644,122
796,Size instead sell,2020,15,997,170
797,Wish season,1973,11,159,179
798,Increase almost,2010,9,54,89
799,Hope participant according,2012,9,786,112
800,Half network,2002,9,955,162
801,Degree view,1974,7,817,112
802,Increase movie newspaper why,1994,9,254,136
803,Read occur,1994,15,938,117
804,View coach environmental,1981,9,529,121
805,Campaign never might,2020,12,538,179
806,Policy cost anything,1970,9,849,126
807,Particular keep,2009,15,274,172
808,Difference talk,2023,9,641,112
809,Hotel degree at,2009,14,214,144
810,Wife expert road,1990,14,641,71
