rating_id,user_id,movie_id,rating
320,3060,4700,2.1
321,3576,4092,9.2
322,1314,14902,2.9
323,1251,4578,8.7
324,1154,8907,7.8
325,4605,1554,3.0
326,4888,4962,2.9
327,1060,3695,5.7
328,4499,17885,7.5
329,1778,11036,8.8
330,1036,16207,1.5
331,2436,4155,6.1
332,3867,11199,2.9
333,2903,1276,5.6
334,1941,18462,6.4
335,4730,3640,6.6
336,2463,1366,7.8
337,2618,15076,8.9
338,406,19802,4.6
339,2192,227,2.1
340,4747,2688,3.9
341,2066,14103,9.5
342,1816,15815,7.5
343,1016,5771,6.8
344,333,13771,3.6
345,2499,13008,1.3
346,2595,18280,7.7
347,4635,11887,7.4
348,1113,19280,1.9
349,2672,12003,8.6
350,361,2658,9.0
351,2582,17584,9.7
352,1318,4617,6.7
353,2761,1980,2.8
354,3862,1807,1.6
355,312,3491,5.9
356,3154,11917,8.9
357,2485,11029,7.1
358,4931,17506,1.0
359,2781,13105,5.8
360,4180,14255,4.6
361,4271,11389,9.4
362,4938,13444,3.4
363,247,425,4.2
364,1346,8754,3.4
365,874,6632,7.3
366,1023,8081,4.4
367,3954,12581,2.7
368,3638,15202,4.5
369,4090,6390,4.9
370,4225,13246,5.8
371,2090,908,1.6
372,4926,389,9.0
373,4128,19029,3.7
374,2270,7820,5.1
375,1088,10217,1.1
376,4483,11469,5.1
377,4103,759,8.1
378,4743,2287,9.8
379,2449,12975,2.3
380,91,17245,6.6
381,4342,14113,8.9
382,4145,14944,5.1
383,1382,12456,6.2
384,72,5080,7.4
385,2317,13867,3.8
386,565,1399,4.3
387,4915,4138,5.5
388,1380,12798,4.7
389,4986,19505,9.6
390,4283,7144,7.4
391,2366,502,1.8
392,4834,3322,8.9
393,4484,15919,8.9
394,1604,6687,4.3
395,308,4285,5.2
396,945,999,2.9
397,24,16110,1.2
398,4200,8664,3.5
399,4649,19431,1.7
400,1874,12425,8.4
401,4836,17978,6.7
402,1737,3756,5.4
403,2759,8912,9.6
404,241,17473,5.2
405,2440,6105,7.3
406,1293,4871,9.7
407,4125,18443,7.6
408,4899,15163,8.8
409,4019,7274,8.9
410,4349,8895,3.9
411,2433,674,9.2
412,186,14366,9.6
413,4116,3397,3.4
414,3806,7174,7.2
415,786,3294,7.3
416,3415,8578,2.6
417,4488,4611,5.6
418,2169,16640,1.4
419,4477,814,3.1
420,4349,3539,2.5
421,3387,3912,2.8
422,4995,6034,2.3
423,3885,16480,3.3
424,1605,17064,2.8
425,2978,17894,5.7
426,3459,10608,8.6
427,3608,3062,2.7
428,2360,8051,4.4
429,4034,6699,1.7
430,3593,3916,8.8
431,3655,2154,8.4
432,1377,6672,2.3
433,1802,19880,8.0
434,2505,3349,7.9
435,2575,13507,2.9
436,3886,15586,4.6
437,2560,2708,9.5
438,2122,5353,7.1
439,2030,11455,4.6
440,4495,8554,7.1
441,3447,18530,9.2
442,4410,14197,1.1
443,4259,9053,6.9
444,2838,4764,1.2
445,2227,7349,6.2
446,1048,3181,3.8
447,4627,15784,6.0
448,1048,10679,5.7
449,4518,884,5.9
450,3581,13599,9.4
451,3175,16213,9.6
452,4592,9005,4.7
453,451,15458,7.7
454,2049,1123,3.1
455,2012,4354,9.1
456,1740,17398,3.8
457,2052,6290,9.7
458,4659,6579,8.1
459,3864,14334,9.1
460,899,8220,7.4
461,1087,11362,4.3
462,1159,19909,8.4
463,958,18783,5.2
464,657,1963,2.8
465,600,15426,1.7
466,933,3794,1.6
467,481,8805,8.1
468,2659,700,2.2
469,325,15484,7.0
470,1135,17740,3.5
471,1833,9158,2.3
472,4972,2114,9.1
473,4105,10312,2.5
474,2033,8999,10.0
475,4516,3566,2.4
476,3740,16397,8.2
477,4193,19743,1.1
478,18,12420,6.5
479,1376,7641,4.3
480,1271,3487,7.7
481,2535,4740,4.5
482,4181,19865,5.4
483,226,9880,7.2
484,4541,2552,9.7
485,4937,18336,2.5
486,1767,4031,3.2
487,711,19709,5.3
488,1073,18160,3.9
489,1216,4966,5.3
490,271,19410,6.1
491,4809,8665,2.4
492,1290,5011,10.0
493,2162,19189,3.5
494,3056,1798,9.9
495,380,7398,8.8
496,1395,7874,4.9
497,2223,4391,1.8
498,2817,12878,1.4
499,2115,9573,6.0
500,833,10144,6.8
501,2636,18611,9.7
502,2340,3371,3.4
503,3831,18366,9.1
504,613,10105,2.3
505,3483,3074,8.8
506,2925,6836,3.0
507,815,6038,1.0
508,2586,8352,2.7
509,2409,7546,3.7
510,46,1228,6.9
511,3580,13744,7.4
512,2602,11299,2.8
513,2183,1047,7.4
514,4611,5321,3.8
515,4940,15180,1.4
516,1473,1738,4.1
517,3524,3021,1.8
518,855,909,6.0
519,4755,17228,2.8
520,4438,7364,6.4
521,811,10154,8.3
522,1130,8978,8.3
523,4340,12603,5.1
524,696,3452,5.1
525,1994,13448,9.9
526,834,9293,7.0
527,833,16687,8.3
528,190,11805,4.0
529,2303,8015,4.2
530,3568,8005,1.2
531,1891,3320,2.9
532,2740,14182,3.3
533,3209,1895,4.5
534,836,17489,6.4
535,3229,6873,8.7
536,1855,13058,7.0
537,1931,3938,9.4
538,1988,16644,4.7
539,3825,2957,4.9
540,3004,971,4.7
541,249,3011,9.9
542,1795,5474,9.5
543,4861,3910,1.9
544,3273,10008,7.2
545,944,2327,8.6
546,1841,7361,7.7
547,313,9192,9.0
548,3351,19875,1.0
549,4612,610,3.9
550,2726,3104,1.9
551,3089,17109,8.9
552,4117,4538,4.3
553,2764,13023,2.4
554,2940,18303,2.0
555,1741,5263,2.0
556,633,7990,4.6
557,976,48,9.9
558,907,1245,4.7
559,996,10771,7.3
560,4267,8433,4.6
561,4026,8723,2.9
562,820,6552,2.2
563,29,12133,8.5
564,2646,1955,2.5
565,1679,13354,3.2
566,1044,16252,5.8
567,1449,10344,1.9
568,2466,4784,4.5
569,3491,10859,3.9
570,687,17441,7.4
571,1698,5188,6.1
572,3969,4457,5.9
573,4321,5525,5.8
574,2987,3439,1.6
575,4677,5292,7.5
576,896,382,2.2
577,582,13952,9.3
578,4517,2724,4.5
579,3789,18879,4.7
580,2575,12735,6.2
581,3534,3494,3.3
582,4038,4018,1.0
583,879,584,8.6
584,2099,11742,5.2
585,3284,12823,5.2
586,1659,1767,2.2
587,369,6266,1.1
588,4611,16921,6.1
589,2053,4186,6.3
590,824,7574,7.2
591,1082,19880,1.3
592,1667,14241,8.1
593,3787,15507,9.5
594,1700,13418,9.8
595,3477,4063,9.6
596,3117,16538,3.8
597,99,15904,2.0
598,3974,18943,7.1
599,707,18976,5.1
600,3542,8947,9.7
601,4470,1072,9.1
602,2394,3587,6.6
603,713,5274,6.8
604,4660,9419,6.9
605,3867,12010,10.0
606,1820,10492,4.4
607,2309,18980,8.7
608,686,1548,4.1
609,1573,13708,3.2
610,2267,14432,6.1
611,4650,7862,3.2
612,4004,7778,5.1
613,2236,5565,6.9
614,687,297,3.5
615,2810,15898,4.2
616,1570,10191,1.1
617,4477,4118,9.0
618,2541,17515,5.7
619,1540,12709,8.7
620,31,9407,9.2
621,2606,5045,2.8
622,1444,12787,4.4
623,970,7618,9.0
624,1940,13181,5.5
625,2745,12846,2.6
626,4209,3665,7.9
627,4501,4810,9.9
628,360,13225,7.1
629,2955,1207,6.9
630,4287,7091,8.8
631,1072,6467,6.1
632,1572,14859,6.2
633,2408,395,3.6
634,1785,11560,9.7
635,302,453,4.8
636,1855,4313,1.8
637,2220,18712,5.4
638,1724,18430,6.2
639,3554,5466,3.3
640,2018,2729,1.7
641,64,6004,1.8
642,3544,13624,7.0
643,1833,17307,4.4
644,1894,5275,10.0
645,2713,6443,1.6
646,765,10673,6.2
647,1299,13405,3.9
648,2106,9879,5.9
649,4588,6328,2.8
650,199,10647,7.8
651,2101,15129,2.1
652,3652,8680,8.6
653,3640,576,9.6
654,3249,7735,8.8
655,903,17130,9.2
656,3185,1721,8.0
657,4112,13010,5.9
658,503,5352,4.6
659,1308,1538,8.2
660,2721,1063,8.3
661,2585,1742,8.3
662,93,8313,1.5
663,22,1151,4.0
664,1460,7800,2.7
665,3393,18756,3.2
666,514,4668,2.6
667,4875,828,4.0
668,1878,397,6.9
669,4324,2647,9.3
670,516,3914,8.8
671,4443,9848,4.7
672,4725,7780,4.1
673,2794,12524,6.1
674,1506,9843,3.5
675,2071,18334,1.7
676,3775,14544,9.3
677,4615,11872,6.4
678,4535,19792,4.8
679,1165,17,1.5
680,3122,8535,4.8
681,3381,17985,9.9
682,3162,8501,3.3
683,1692,12163,3.5
684,2724,4282,6.5
685,3536,15843,7.1
686,1437,11038,6.9
687,3016,15306,5.1
688,3566,4648,1.3
689,153,12117,4.6
690,4258,15755,5.7
691,1437,7181,6.9
692,3999,10289,3.8
693,3628,10922,3.8
694,2478,15613,3.8
695,2415,18390,5.3
696,328,19849,8.2
697,4739,8000,6.8
698,1677,494,5.8
699,2837,1654,5.1
700,3739,5621,4.6
701,1008,13151,7.0
702,151,13939,6.0
703,1637,1852,5.6
704,3780,10784,8.1
705,4067,15724,5.8
706,948,15882,2.9
707,2293,11415,9.7
708,4543,8165,3.9
709,483,10596,3.2
710,4597,12063,8.4
711,2112,12875,9.5
712,429,16048,8.4
713,2865,19369,6.2
714,2918,4946,8.7
715,897,20000,8.8
716,523,14261,4.9
717,3943,8634,4.5
718,3900,11385,3.5
719,601,1049,1.7
720,1723,17364,7.3
721,1052,6219,1.2
722,141,17760,7.5
723,726,3184,6.1
724,2641,2575,3.3
725,1620,3569,6.5
726,975,6133,4.3
727,2481,6824,9.1
728,884,661,8.4
729,246,14220,7.5
730,4524,11092,2.1
731,85,16914,2.8
732,4607,17458,9.4
733,2305,15335,7.5
734,1378,19732,9.3
735,4553,4032,7.2
736,2317,701,1.9
737,3955,17845,4.7
738,1736,11314,3.3
739,3449,723,9.0
740,4564,8488,6.8
741,4594,11089,4.5
742,1740,15685,9.0
743,3931,7166,4.4
744,1244,1758,7.8
745,3809,6828,1.5
746,1387,5479,8.4
747,464,19074,2.8
748,2923,9326,1.7
749,1223,19676,2.8
750,16,14415,4.6
751,1666,10508,1.9
752,575,8402,8.4
753,2825,7266,2.3
754,2208,2048,3.7
755,2086,18137,7.2
756,2732,5186,9.8
757,3052,15813,7.9
758,141,6037,2.8
759,2361,7367,5.5
760,189,12704,5.8
761,1139,15406,2.7
762,2728,10305,4.1
763,2133,10010,10.0
764,3804,12814,6.3
765,808,17257,3.3
766,3774,2234,3.2
767,1732,17206,4.2
768,136,11124,4.6
769,4635,10960,2.2
770,483,3539,1.8
771,4170,15459,1.3
772,4405,18933,4.8
773,2953,9369,4.9
774,3176,17949,8.9
775,685,7965,2.7
776,4737,4734,9.1
777,3062,2083,7.8
778,3874,11305,3.0
779,2140,776,8.0
780,1828,4620,7.9
781,1971,17030,7.1
782,2662,4393,9.1
783,166,13138,5.3
784,3493,1474,9.7
785,2276,12752,2.9
786,3685,11567,9.1
787,937,7903,7.2
788,219,7168,3.0
789,4599,910,6.8
790,1684,1904,8.7
791,4227,17382,6.8
792,4428,15909,6.6
793,779,19628,3.6
794,3529,1968,5.6
795,836,12946,8.5
796,1474,6626,1.3
797,2032,19109,9.2
798,664,2150,2.4
799,437,12575,7.6
800,2892,15503,1.5
801,480,9665,4.9
802,760,14779,6.9
803,2757,17236,3.1
804,4373,7620,3.0
805,3016,12012,7.7
806,1232,3961,6.8
807,4287,12917,9.1
808,3456,4934,8.0
809,714,1546,9.7
810,348,8874,6.1
811,3594,11087,9.6
812,869,7493,6.0
813,3311,31,9.8
814,1886,19166,4.1
815,1221,13921,5.2
816,4274,16279,8.0
817,2287,1863,1.7
818,2753,1812,3.6
819,3074,16985,9.3
820,3091,1392,4.1
821,4717,18143,2.6
822,906,12512,2.1
823,173,1049,7.2
824,2075,4623,9.3
825,1284,10937,5.6
826,3104,13579,6.0
827,786,240,4.8
828,4180,1917,9.4
829,1063,14405,8.0
830,710,18812,5.7
831,2866,3533,2.1
832,3695,2727,1.2
833,4039,9830,1.4
834,3426,7558,1.4
835,1942,16432,3.8
836,2194,13699,4.5
837,2119,19534,6.9
838,1571,620,7.4
839,3406,13621,9.4
840,4664,1536,7.5
841,3878,11905,4.7
842,2235,19932,4.1
843,781,11000,6.8
844,2062,6889,9.4
845,4339,18331,4.5
846,3924,12708,4.1
847,3759,8558,5.6
848,1763,18325,9.4
849,2306,9553,9.4
850,2700,18201,3.7
851,4730,11116,7.4
852,2328,1492,9.7
853,2956,12348,4.7
854,3794,18217,8.9
855,4876,1659,5.2
856,2081,17728,7.3
857,2172,8525,4.5
858,2623,5169,8.4
859,3079,14487,4.5
860,651,1179,7.1
861,901,8102,8.0
862,2845,7209,5.8
863,3599,9504,3.0
864,4258,19807,1.5
865,467,2354,4.9
866,1430,8539,1.7
867,3511,12697,1.4
868,1899,12509,6.7
869,609,5575,4.4
870,3217,5538,3.2
871,1124,6271,1.5
872,3180,19983,1.7
873,4408,4399,9.5
874,3036,11326,4.0
875,3478,1093,3.1
876,3632,7075,4.6
877,4013,14967,8.9
878,1178,11618,7.6
879,2533,7130,6.9
880,1497,10130,8.9
881,2473,14655,9.1
882,2586,7611,9.9
883,3670,7439,6.6
884,4334,1171,6.4
885,4055,191,2.0
886,1390,2600,2.0
887,1818,19641,4.9
888,3829,7710,2.5
889,1042,3905,5.7
890,2883,16166,2.3
891,108,1759,8.5
892,1704,225,7.1
893,3339,16669,4.7
894,1119,6722,7.4
895,4885,7564,2.7
896,3472,12785,7.9
897,441,4098,4.2
898,718,6765,7.0
899,608,6946,6.7
900,2798,4129,6.0
901,3689,2315,7.8
902,209,74,8.9
903,2478,6992,5.8
904,4367,17023,5.1
905,4028,17668,2.4
906,103,12090,6.9
907,2797,17604,8.1
908,3347,2716,6.7
909,1461,13058,7.6
910,438,4780,6.8
911,1921,4868,2.5
912,4354,3815,8.8
913,4463,15561,3.6
914,3540,14137,1.7
915,2392,14630,5.1
916,1641,2919,1.2
917,562,7322,6.9
918,3763,16422,8.7
919,780,14376,1.4
920,2377,15335,9.7
921,4240,1070,4.0
922,3659,19873,5.4
923,632,12985,8.2
924,2565,14326,7.0
925,2410,60,3.2
926,4494,13994,8.5
927,492,4459,6.8
928,4051,9218,1.8
929,201,18509,2.4
930,1646,9935,7.5
931,2762,12114,4.9
932,2777,16029,3.4
933,609,8805,5.3
934,3681,6331,1.2
935,164,6684,9.4
936,1562,10874,7.8
937,4220,6824,9.5
938,2103,7744,9.7
939,3058,3261,9.0
940,1001,3124,1.5
941,4625,18562,4.2
942,4605,4918,1.1
943,2147,3005,5.5
944,2455,13564,8.9
945,660,9331,3.0
946,662,10753,3.8
947,1728,5186,3.9
948,3463,98,5.8
949,3754,2516,7.9
950,4817,8819,3.4
951,953,12947,3.0
952,3250,17026,7.5
953,2236,1399,2.0
954,4610,6636,8.0
955,431,12819,6.7
956,1437,4087,2.1
957,4802,3702,8.1
958,3147,5437,8.0
959,4452,9228,2.1
960,536,3209,2.3
961,3707,698,6.6
962,3397,18958,5.9
963,32,9194,9.2
964,4875,14292,2.4
965,2101,17646,2.0
966,588,662,2.1
967,2278,19543,2.4
968,4224,19284,4.5
969,2659,5186,7.2
970,1904,1540,6.6
971,893,14750,3.9
972,3796,66,5.9
973,4608,8907,6.4
974,1543,17175,5.5
975,3117,8678,2.0
976,1884,18068,3.0
977,3603,17374,3.4
978,993,15488,5.3
979,4329,3319,2.6
980,4374,12515,6.9
981,260,13794,5.1
982,3219,6815,9.6
983,2413,13896,7.6
984,1685,5367,3.0
985,653,9981,3.0
986,4582,14349,5.0
987,3297,5370,9.0
988,3052,5169,8.7
989,2563,10716,9.3
990,3512,8615,1.2
991,4988,18926,9.2
992,3209,6527,8.9
993,1407,8601,9.2
994,1544,10737,8.3
995,2939,9055,9.1
996,2004,10422,1.0
997,3172,4529,1.8
998,990,7718,3.1
999,2820,18269,2.8
1000,3383,3648,9.6
1001,3788,855,3.8
1002,4387,9781,3.6
1003,1806,12850,3.5
1004,4422,11530,1.2
1005,1510,6518,1.8
1006,2379,10108,9.0
1007,4110,14646,2.1
1008,1925,4970,8.8
1009,2633,2004,7.4
1010,907,9261,1.1
1011,4514,16967,8.0
1012,3857,16540,3.8
1013,2535,19686,2.0
1014,791,15878,1.5
1015,4258,7668,9.1
1016,2202,13122,9.8
1017,4333,18889,7.9
1018,2142,9286,9.8
1019,3392,19802,7.6
1020,513,6729,6.9
1021,295,8450,3.2
1022,170,19980,3.1
1023,4574,8865,7.9
1024,824,15244,9.5
1025,31,265,3.2
1026,1684,19218,7.2
1027,3942,8181,1.9
1028,4075,717,8.0
1029,1389,4472,6.2
1030,3531,5448,9.7
1031,64,8864,4.0
1032,2253,17251,8.1
1033,1679,532,2.5
1034,4665,14769,2.3
1035,3888,11374,2.0
1036,1723,13465,2.1
1037,824,13106,3.2
1038,3013,14523,3.5
1039,4501,825,9.1
1040,93,7231,6.8
1041,4901,1213,9.4
1042,4078,11149,3.1
1043,387,6777,2.3
1044,2246,9893,8.8
1045,2068,2375,3.1
1046,470,15034,2.3
1047,1283,18966,3.1
1048,4010,7793,3.7
1049,3924,8846,8.6
1050,957,17051,8.4
1051,2923,4688,6.4
1052,3795,8917,3.0
1053,2593,9693,5.1
1054,4704,2743,5.3
1055,1620,17263,9.9
1056,3334,12456,4.7
1057,4437,16010,3.8
1058,1850,781,6.1
1059,4943,15808,8.5
1060,831,4506,3.9
1061,787,17681,2.7
1062,4080,18841,9.2
1063,3316,5414,3.2
1064,78,9418,4.8
1065,4377,4417,5.7
1066,3022,17315,3.1
1067,2951,6782,6.1
1068,40,15731,5.1
1069,269,7163,7.0
1070,2131,7286,9.6
1071,3153,127,4.4
1072,1936,1616,6.5
1073,4897,11839,3.1
1074,358,9841,3.1
1075,2931,16838,4.7
1076,417,6477,7.8
1077,2509,12568,6.6
1078,2052,10234,2.0
1079,48,5878,3.8
1080,3696,2966,5.9
1081,2961,13910,2.3
1082,2264,17660,8.3
1083,1685,11061,7.1
1084,4848,7604,8.9
1085,3661,14584,1.1
1086,2520,2092,8.3
1087,1359,4357,3.3
1088,2548,3426,10.0
1089,2064,19893,4.7
1090,4466,2884,2.5
1091,4280,4694,4.9
1092,579,19554,9.1
1093,1126,15337,1.5
1094,3805,19793,5.0
1095,1197,16356,4.8
1096,1946,15799,3.0
1097,4517,10414,3.7
1098,1694,2991,3.4
1099,4237,212,2.3
1100,831,15063,5.2
1101,3623,11595,1.3
1102,2404,4974,6.0
1103,272,9831,5.1
1104,3613,18471,7.2
1105,10,13970,2.3
1106,1113,1305,3.6
1107,3744,2110,7.1
1108,4698,2421,2.1
1109,3034,17660,6.0
1110,2977,3579,4.9
1111,209,4763,7.1
1112,1811,996,8.9
1113,4008,3607,9.6
1114,4736,8367,7.6
1115,3174,11480,3.2
1116,563,1317,9.6
1117,3950,7491,7.5
1118,4906,4168,5.0
1119,3477,11558,1.3
1120,2637,18233,3.6
1121,2774,5655,5.4
1122,4143,7982,3.4
1123,318,752,5.1
1124,4108,12590,8.4
1125,2190,11914,7.2
1126,4374,6722,9.9
1127,1327,8607,6.5
1128,2111,4622,4.1
1129,4631,5867,6.1
1130,1945,6869,8.3
1131,1842,2372,9.2
1132,4291,14145,9.6
1133,528,9642,6.8
1134,4477,3151,3.5
1135,4603,10909,6.1
1136,3418,12134,3.2
1137,430,19317,2.7
1138,3215,7707,5.8
1139,2868,1844,4.7
1140,2574,16695,2.2
1141,3412,5769,2.4
1142,782,18146,5.0
1143,2937,3842,6.1
1144,579,4871,7.2
1145,750,15510,6.4
1146,194,2423,5.1
1147,4290,12614,4.2
1148,1757,9042,3.4
1149,1550,2662,5.7
1150,713,10502,9.0
1151,4104,15495,6.3
1152,415,17618,8.2
1153,3044,16030,3.2
1154,2740,2355,1.1
1155,4523,13775,6.8
1156,180,6720,3.2
1157,4868,1526,9.3
1158,4227,19846,3.5
1159,549,13507,4.0
1160,3587,17968,5.7
1161,4185,16143,9.5
1162,977,18071,7.6
1163,3681,14467,6.2
1164,69,4765,5.7
1165,153,10391,2.7
1166,4110,11114,2.5
1167,74,718,9.4
1168,4230,1963,1.2
1169,4141,1339,5.0
1170,2099,19339,9.1
1171,3484,16050,2.4
1172,4273,2839,1.5
1173,3946,16850,5.5
1174,3819,7849,5.3
1175,2208,14037,6.9
